,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
2348,王荣轩,男,汉族,7/1/1944,河北省,唐山市,丰润县,本科,2/1/1975,退休,,,,,,,,,,,,,,,,
2349,陶武先,男,汉族,8/1/1948,四川省,遂宁市,射洪县,硕士,9/1/1973,退休,,,,,,,,,,,,,,,,
2350,葛红林,男,汉族,4/1/1956,江苏省,南通市,,博士,5/1/1986,在职,,,,,,,,,,,,,,,,
2351,雷洪金,男,汉族,9/1/1959,四川省,资阳市,简阳市,硕士,7/1/1985,在职,,,,,,,,,,,,,,,,
2352,王海林,男,汉族,3/1/1955,山西省,忻州市,静乐县,硕士,3/1/1979,在职,,,,,,,,,,,,,,,,
2353,刘捷(四川省),男,汉族,2/1/1957,四川省,宜宾市,兴文县,硕士,10/1/1992,在职,,,,,,,,,,,,,,,,
2354,唐坚,男,汉族,5/1/1957,山东省,烟台市,莱州市,硕士,6/1/1978,在职,,,,,,,,,,,,,,,,
2355,刘永湘,男,汉族,6/1/1962,四川省,德阳市,什邡市,博士,6/1/1986,在职,,,,,,,,,,,,,,,,
2356,彭琳,男,汉族,6/1/1963,四川省,重庆市（直辖前）,,博士,2/1/1987,在职,,,,,,,,,,,,,,,,
2357,罗林书,男,汉族,11/1/1949,四川省,内江市,威远县,专科,5/1/1973,退休,,,,,,,,,,,,,,,,
2358,刘成鸣,男,汉族,2/1/1963,四川省,德阳市,广汉市,硕士,4/1/1985,在职,,,,,,,,,,,,,,,,
2359,赵爱明,女,汉族,10/1/1961,河南省,安阳市,,博士,7/1/1985,在职,,,,,,,,,,,,,,,,
2360,张成明,男,汉族,3/1/1951,四川省,达州市,宣汉县,硕士,11/1/1969,退休,,,,,,,,,,,,,,,,
2361,韩国宾,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,
2362,秦万祥,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,
2363,张剡,男,汉族,7/1/1962,四川省,德阳市,,硕士,7/1/1987,在职,,,,,,,,,,,,,,,,
2364,刘晓华,男,汉族,10/1/1959,,,,硕士,3/1/1986,在职,,,,,,,,,,,,,,,,
2365,蒋辅义,男,汉族,9/1/1958,四川省,南充市,营山县,硕士,12/1/1981,在职,,,,,,,,,,,,,,,,
2366,刘国强(河南省),男,汉族,8/1/1957,河南省,商丘市,夏邑县,博士后,,在职,,,,,,,,,,,,,,,,
2367,朱以庄,男,汉族,10/1/1955,四川省,巴中市,南江县,硕士,4/1/1987,退休,,,,,,,,,,,,,,,,
2368,袁本朴,男,土家族,12/1/1954,四川省,重庆市（直辖前）,,本科,11/1/1982,在职,,,,,,,,,,,,,,,,
2369,徐波,男,汉族,9/1/1954,湖南省,益阳市,,,10/1/1981,退休,,,,,,,,,,,,,,,,
2370,刘强(四川省),男,汉族,8/1/1965,四川省,乐山市,井研县,硕士,4/1/1985,在职,,,,,,,,,,,,,,,,
2371,肖天任,男,汉族,5/1/1953,四川省,宜宾市,江安县,硕士,10/1/1984,在职,,,,,,,,,,,,,,,,
2372,李向志,男,汉族,10/1/1956,四川省,重庆市（直辖前）,,硕士,10/1/1984,在职,,,,,,,,,,,,,,,,
2373,方小方,男,汉族,12/1/1951,四川省,成都市,,本科,8/1/1984,退休,,,,,,,,,,,,,,,,
2374,李成云,男,汉族,5/1/1955,四川省,广安市,,硕士,12/1/1975,降/辞/撤职,否,违纪,,是,9/27/2011,,,,,,,,,,,
2375,陈新有,男,汉族,10/1/1961,陕西省,渭南市,,博士,7/1/1985,在职,,,,,,,,,,,,,,,,
2376,冷刚,男,汉族,1/1/1956,四川省,资阳市,简阳市,本科,,在职,,,,,,,,,,,,,,,,
2377,亓九才,男,汉族,10/1/1940,山东省,菏泽市,郓城县,本科,3/1/1966,退休,,,,,,,,,,,,,,,,
2378,吴勉坚,男,汉族,7/1/1952,湖北省,黄石市,阳新县,本科,,退休,,,,,,,,,,,,,,,,
2379,罗强,男,汉族,10/1/1963,四川省,重庆市（直辖前）,,硕士,3/1/1985,在职,,,,,,,,,,,,,,,,
2380,吴靖平,男,汉族,8/1/1963,安徽省,巢湖市,巢县,硕士,5/1/1984,在职,,,,,,,,,,,,,,,,
2381,谭力,男,汉族,10/1/1955,四川省,重庆市（直辖前）,,本科,6/1/1987,立案查处,是,贪污腐败,,否,7/1/2014,中纪委,,,,,,,,,,
2382,黄学玖,男,汉族,2/1/1949,四川省,遂宁市,蓬溪县,专科,7/1/1973,降/辞/撤职,,其他,驾车肇事顶包案,否,12/1/2004,四川省纪委,否,,,,,,,,,
2383,杨海清,男,汉族,11/1/1944,四川省,绵阳市,,硕士,4/1/1966,退休,,,,,,,,,,,,,,,,
2384,林书成,男,汉族,11/1/1962,甘肃省,天水市,武山县,本科,1/1/1985,在职,,,,,,,,,,,,,,,,
2385,曾万明,男,汉族,1/1/1964,四川省,成都市,,博士,12/1/1987,在职,,,,,,,,,,,,,,,,
2386,唐利民,男,汉族,11/1/1958,四川省,重庆市（直辖前）,,硕士,6/1/1982,在职,,,,,,,,,,,,,,,,
2387,蒋仁富,男,汉族,11/1/1953,四川省,绵阳市,盐亭县,硕士,11/1/1975,退休,,,,,,,,,,,,,,,,
2388,马华,男,藏族,7/1/1957,四川省,绵阳市,平武县,硕士,7/1/1976,在职,,,,,,,,,,,,,,,,
2389,高烽,男,汉族,3/1/1955,四川省,阿坝藏族羌族自治州,汶川县,本科,10/1/1978,在职,,,,,,,,,,,,,,,,
2390,王宗榜,男,汉族,4/1/1952,四川省,广元市,旺苍县,本科,4/1/1976,在职,,,,,,,,,,,,,,,,
2391,彭渝,男,汉族,7/1/1954,四川省,重庆市（直辖前）,,硕士,12/1/1975,在职,,,,,,,,,,,,,,,,
2392,王菲,男,汉族,10/1/1963,四川省,巴中市,,博士,12/1/1985,在职,,,,,,,,,,,,,,,,
2393,侍俊,男,汉族,1/1/1962,江苏省,盐城市,,硕士,9/1/1980,在职,,,,,,,,,,,,,,,,
2394,杨洪波,男,汉族,8/1/1960,四川省,广安市,邻水县,硕士,8/1/1988,在职,,,,,,,,,,,,,,,,
2395,何华章,男,汉族,6/1/1964,四川省,成都市,,本科,6/1/1984,立案查处,是,贪污腐败,,否,3/24/2014,四川省纪委,,,,,,,,,,
2396,崔保华,男,汉族,11/1/1958,山东省,菏泽市,巨野县,本科,8/1/1987,在职,,,,,,,,,,,,,,,,
2397,邓新民,男,汉族,5/1/1946,四川省,遂宁市,射洪县,专科,1/1/1974,退休,,,,,,,,,,,,,,,,
2398,邓川,男,汉族,1/1/1957,四川省,资阳市,乐至县,硕士,,在职,,,,,,,,,,,,,,,,
2399,胡昌升,男,汉族,12/1/1963,江西省,宜春市,高安市,博士,12/1/1985,在职,,,,,,,,,,,,,,,,
2400,任永昌,男,汉族,7/1/1956,四川省,成都市,,本科,10/1/1984,在职,,,,,,,,,,,,,,,,
2401,叶壮,男,汉族,4/1/1958,四川省,广安市,,本科,3/1/1982,在职,,,,,,,,,,,,,,,,
2402,曾省权,男,汉族,11/1/1953,四川省,成都市,浦江县,本科,12/1/1971,在职,,,,,,,,,,,,,,,,
2403,黄小祥,男,汉族,6/1/1956,四川省,重庆市（直辖前）,,硕士,,在职,,,,,,,,,,,,,,,,
2404,杨松柏,男,汉族,6/1/1964,四川省,重庆市（直辖前）,忠县,硕士,1/1/1984,在职,,,,,,,,,,,,,,,,
2405,王铭晖,男,汉族,2/1/1960,四川省,资阳市,,硕士,10/1/1980,在职,,,,,,,,,,,,,,,,
2406,姜晓亭,男,汉族,10/1/1956,山东省,威海市,乳山县,本科,12/1/1984,在职,,,,,,,,,,,,,,,,
2407,于伟,男,汉族,10/1/1955,河北省,沧州市,黄骅市,本科,6/1/1981,在职,,,,,,,,,,,,,,,,
2408,陈德玉,男,汉族,8/1/1944,四川省,重庆市（直辖前）,,硕士,6/1/1973,退休,,,,,,,,,,,,,,,,
2409,张彤,男,汉族,8/1/1973,四川省,成都市,都江堰市,博士,1/1/1994,在职,,,,,,,,,,,,,,,,
2410,黄明全,男,汉族,12/1/1956,四川省,乐山市,五通桥区,硕士,,在职,,,,,,,,,,,,,,,,
2411,刘宏建,男,汉族,12/1/1962,四川省,成都市,彭州市,硕士,11/1/1982,在职,,,,,,,,,,,,,,,,
2412,王宁(四川省),男,汉族,7/1/1959,四川省,德阳市,,博士,12/1/1985,在职,,,,,,,,,,,,,,,,
2413,黄顺福,男,汉族,4/1/1955,四川省,资阳市,安岳县,硕士,,立案查处,,违纪,,,12/28/2014,四川省纪委,,,,,,,,,,
2414,敬中春,男,汉族,12/1/1941,四川省,遂宁市,蓬溪县,高中,1/1/1966,退休,,,,,,,,,,,,,,,,
2415,向东,男,汉族,1/1/1968,四川省,重庆市（直辖前）,,本科,6/1/1990,在职,,,,,,,,,,,,,,,,
2416,高先海,男,汉族,3/1/1957,四川省,,,博士,6/1/1977,在职,,,,,,,,,,,,,,,,
2417,杜光辉,男,汉族,7/1/1948,四川省,广安市,武胜县,本科,7/1/1972,退休,,,,,,,,,,,,,,,,
2418,吴果行,男,汉族,10/1/1954,四川省,绵阳市,盐亭县,硕士,11/1/1983,退休,,,,,,,,,,,,,,,,
2419,李静,女,汉族,7/1/1962,河南省,濮阳市,,硕士,12/1/1983,在职,,,,,,,,,,,,,,,,
2420,晏永和,男,汉族,8/1/1952,四川省,成都市,双流县,本科,6/1/1978,在职,,,,,,,,,,,,,,,,
2421,宋朝华,男,汉族,6/1/1962,四川省,成都市,邛崃市,本科,5/1/1983,在职,,,,,,,,,,,,,,,,
2422,杨冬生,男,汉族,12/1/1958,四川省,广安市,,硕士,6/1/1981,在职,,,,,,,,,,,,,,,,
2423,解洪,男,汉族,9/1/1951,四川省,重庆市（直辖前）,,博士,6/1/1978,退休,,,,,,,,,,,,,,,,
2424,李敦伯,男,汉族,,,,,,,在职,,,,,,,,,,,,,,,,
2425,徐进,男,汉族,6/1/1961,辽宁省,丹东市,凤城市,硕士,9/1/1988,在职,,,,,,,,,,,,,,,,
2426,吴光镭,男,汉族,12/1/1955,四川省,遂宁市,射洪县,硕士,,在职,,,,,,,,,,,,,,,,
2427,焦伟侠,男,汉族,3/1/1957,山东省,烟台市,招远市,博士,5/1/1983,在职,,,,,,,,,,,,,,,,
2428,侯晓春,男,汉族,6/1/1960,四川省,南充市,营山县,博士,12/1/1984,在职,,,,,,,,,,,,,,,,
2429,王建军(江苏省),男,汉族,8/1/1957,江苏省,盐城市,滨海县,硕士,8/1/1976,在职,,,,,,,,,,,,,,,,
2430,王平(四川省),男,汉族,8/1/1953,四川省,广元市,,硕士,5/1/1981,在职,,,,,,,,,,,,,,,,
2431,罗增斌,男,汉族,10/1/1967,四川省,广元市,苍溪县,博士,6/1/1993,在职,,,,,,,,,,,,,,,,
2432,李隆春,男,,,,,,,,退休,,,,,,,,,,,,,,,,
2433,包惠,女,汉族,8/1/1963,云南省,曲靖市,宣威县,博士,6/1/1983,在职,,,,,,,,,,,,,,,,
2434,何健,男,汉族,12/1/1957,四川省,达州市,万源县,硕士,9/1/1988,在职,,,,,,,,,,,,,,,,
2435,徐孟加,男,汉族,8/1/1957,四川省,宜宾市,,本科,9/1/1979,立案查处,是,贪污腐败,,否,11/19/2013,四川省纪委,是,受贿罪、滥用职权罪,548万元(其中未遂150万元),12/31/2014,四川省,达州市,16年有期徒刑,,,
2436,侯雄飞,男,汉族,9/1/1953,四川省,南充市,阆中市,硕士,4/1/1981,在职,,,,,,,,,,,,,,,,
2437,陈越良,男,汉族,11/1/1962,福建省,厦门市,,本科,1/1/1987,在职,,,,,,,,,,,,,,,,
2438,刘守培,男,汉族,7/1/1953,四川省,德阳市,什邡市,硕士,3/1/1986,在职,,,,,,,,,,,,,,,,
2439,傅志康,男,汉族,3/1/1954,四川省,雅安市,宝兴县,硕士,,在职,,,,,,,,,,,,,,,,
2440,黄彦蓉,女,汉族,11/1/1955,山西省,运城市,夏县,硕士,1/1/1982,在职,,,,,,,,,,,,,,,,
2441,李刚,男,汉族,7/1/1965,四川省,成都市,大邑县,硕士,9/1/1986,在职,,,,,,,,,,,,,,,,
2442,李仲彬,男,汉族,2/1/1959,四川省,眉山市,东波区,硕士,6/1/1982,在职,,,,,,,,,,,,,,,,
2443,熊光林,男,汉族,10/1/1949,四川省,巴中市,,本科,1/1/1984,退休,,,,,,,,,,,,,,,,
2444,周登全,男,汉族,8/1/1943,四川省,达州市,达县,专科,4/1/1965,退休,,,,,,,,,,,,,,,,
2445,周喜安,男,汉族,8/1/1963,河南省,南阳市,新野县,博士,4/1/1988,在职,,,,,,,,,,,,,,,,
2446,蒲波,男,汉族,11/1/1963,四川省,南充市,,硕士,1/1/1990,退休,,,,,,,,,,,,,,,,
2447,李克明,男,汉族,9/1/1944,四川省,巴中市,通江县,,2/1/1966,退休,,,,,,,,,,,,,,,,
2448,李佳(四川省),女,汉族,1/1/1966,四川省,眉山市,仁寿县,硕士,11/1/1985,立案查处,,贪污腐败,,否,11/27/2014,四川省纪委,,,,,,,,,,
2449,翟占一,男,汉族,10/1/1956,山东省,济宁市,,硕士,11/1/1986,在职,,,,,,,,,,,,,,,,
2450,钟勉,男,汉族,5/1/1963,四川省,乐山市,犍为县,博士,5/1/1983,在职,,,,,,,,,,,,,,,,
2451,陈光志,男,汉族,8/1/1954,四川省,成都市,,硕士,7/1/1979,在职,,,,,,,,,,,,,,,,
2452,邓全忠,男,汉族,3/1/1962,四川省,绵阳市,,本科,12/1/1982,立案查处,,违纪,,,9/24/2014,四川省纪委，在中央巡视组指导下,,,,,,,,,,
2453,罗勤宏,男,汉族,12/1/1954,四川省,遂宁市,,硕士,6/1/1975,立案查处,,贪污腐败,,否,10/23/2014,四川省纪委，在中央巡视组指导下,,,,,,,,,,
2454,刘作明,男,汉族,9/1/1957,山东省,烟台市,龙口市,本科,,在职,,,,,,,,,,,,,,,,
2455,刘忠恕,男,汉族,11/1/1938,四川省,成都市,大邑县,本科,10/1/1971,退休,,,,,,,,,,,,,,,,
2456,欧泽高,男,汉族,12/1/1947,四川省,阿坝藏族羌族自治州,松潘县,本科,5/1/1981,退休,,,,,,,,,,,,,,,,
2457,吴泽刚,男,汉族,10/1/1955,四川省,阿坝藏族羌族自治州,理县,本科,5/1/1982,在职,,,,,,,,,,,,,,,,
2458,张东升,男,藏族,12/1/1953,四川省,甘孜藏族自治州,炉霍县,专科,6/1/1980,在职,,,,,,,,,,,,,,,,
2459,王雨顺,男,藏族,10/1/1948,四川省,甘孜藏族自治州,巴塘县,专科,10/1/1972,退休,,,,,,,,,,,,,,,,
2460,刘道平,男,汉族,1/1/1956,四川省,巴中市,平昌县,硕士,7/1/1974,在职,,,,,,,,,,,,,,,,
2461,尧斯丹,男,藏族,6/1/1962,四川省,阿坝藏族羌族自治州,金川县,硕士,6/1/1982,在职,,,,,,,,,,,,,,,,
2462,敬全林,男,,11/1/1955,,,,,,在职,,,,,,,,,,,,,,,,
2463,益西达瓦,男,藏族,5/1/1964,四川省,甘孜藏族自治州,巴塘县,硕士,6/1/1986,在职,,,,,,,,,,,,,,,,
2464,李昌平,男,藏族,1/1/1961,四川省,阿坝藏族羌族自治州,金川县,硕士,6/1/1982,在职,,,,,,,,,,,,,,,,
2465,罗凉清,男,彝族,10/1/1959,四川省,凉山彝族自治州,冕宁县,本科,9/1/1985,在职,,,,,,,,,,,,,,,,
2466,张支铁,男,彝族,2/1/1955,四川省,凉山彝族自治州,甘洛县,本科,6/1/1985,在职,,,,,,,,,,,,,,,,
2467,曲木史哈,男,彝族,1/1/1960,四川省,凉山彝族自治州,越西县,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
2468,张作哈,男,彝族,8/1/1950,四川省,凉山彝族自治州,越西县,硕士,12/1/1982,在职,,,,,,,,,,,,,,,,
2469,李登菊,女,汉族,3/1/1956,四川省,成都市,彭州市,硕士,12/1/1984,在职,,,,,,,,,,,,,,,,
2470,李崇禧,男,汉族,1/1/1951,四川省,资阳市,简阳市,本科,5/1/1975,立案查处,是,贪污腐败,,否,12/29/2013,中纪委,是,受贿罪,人民币1109.63213万元,11/3/2015,江西省,南昌市,12年有期徒刑,否,,
2471,李春城,男,汉族,4/1/1956,辽宁省,鞍山市,海城市,硕士,2/1/1978,立案查处,是,贪污腐败,,否,12/2/2012,中纪委,是,受贿罪、滥用职权罪,受贿人民币3979.7597万元,4/23/2015,湖北省,咸宁市,13年有期徒刑,否,,
2472,张学忠,男,汉族,2/1/1943,甘肃省,兰州市,,专科,12/1/1960,退休,,,,,,,,,,,,,,,,
2473,王东明,男,汉族,7/1/1956,辽宁省,本溪市,,硕士,6/1/1975,在职,,,,,,,,,,,,,,,,
2474,马儒沛,男,回族,1/1/1954,四川省,成都市,,本科,6/1/1973,退休,,,,,,,,,,,,,,,,
2475,陈存根,男,汉族,5/1/1952,陕西省,西安市,周至县,博士,3/1/1985,在职,,,,,,,,,,,,,,,,
2476,张宗海,男,汉族,3/1/1950,重庆市,江津区,,硕士,5/1/1975,立案查处,是,贪污腐败,,否,4/1/2004,中纪委,是,受贿罪,人民币300万元,5/18/2005,天津市,南开区,15年有期徒刑,否,,
2477,何事忠,男,汉族,12/1/1952,重庆市,开县,开县,硕士,4/1/1978,在职,,,,,,,,,,,,,,,,
2478,徐鸣(安徽省),男,汉族,1/1/1958,安徽省,滁州市,凤阳县,硕士,12/1/1977,在职,,,,,,,,,,,,,,,,
2479,何勇,男,汉族,10/1/1940,河北省,唐山市,迁西县,本科,12/1/1958,退休,,,,,,,,,,,,,,,,
2480,张全景,男,汉族,12/1/1931,山东省,德州市,平原县,,9/1/1949,退休,,,,,,,,,,,,,,,,
2481,令计划,男,汉族,10/1/1956,山西省,运城市,平陆县,硕士,6/1/1976,立案查处,,违纪,,否,12/22/2014,中纪委,,,,,,,,,,
2482,杨多良,男,回族,8/1/1946,安徽省,阜阳市,颍上县,本科,7/1/1971,退休,,,,,,,,,,,,,,,,
2483,张平,男,汉族,1/1/1946,安徽省,宿州市,萧县,专科,8/1/1979,在职,,,,,,,,,,,,,,,,
2484,王明方,男,汉族,11/1/1952,黑龙江省,齐齐哈尔市,龙江县,本科,8/1/1974,退休,,,,,,,,,,,,,,,,
2485,朱成林,男,汉族,1/1/1945,安徽省,宣城市,宣州区,本科,9/1/1974,退休,,,,,,,,,,,,,,,,
2486,段敦厚,男,白族,5/1/1954,云南省,大理白族自治州,,本科,4/1/1975,在职,,,,,,,,,,,,,,,,
2487,骆惠宁,男,汉族,10/1/1954,浙江省,金华市,义乌市,博士,3/1/1982,在职,,,,,,,,,,,,,,,,
2488,王秀芳,女,汉族,1/1/1953,河南省,商丘市,永城市,硕士,2/1/1973,在职,,,,,,,,,,,,,,,,
2489,李盛霖,男,汉族,11/1/1946,江苏省,南通市,,本科,6/1/1973,在职,,,,,,,,,,,,,,,,
2490,戴相龙,男,汉族,11/1/1944,江苏省,扬州市,仪征市,博士,5/1/1973,退休,,,,,,,,,,,,,,,,
2491,房凤友,男,汉族,1/1/1941,天津市,,,本科,12/1/1961,退休,,,,,,,,,,,,,,,,
2492,刘峰岩,男,汉族,1/1/1940,河北省,沧州市,任丘市,本科,6/6/1966,退休,,,,,,,,,,,,,,,,
2493,杜青林,男,汉族,11/1/1946,吉林省,吉林市,磐石市,硕士,3/11/1966,在职,,,,,,,,,,,,,,,,
2494,吕枫,男,汉族,1/1/1921,河北省,秦皇岛市,卢龙县,高中,7/1/1945,退休,,,,,,,,,,,,,,,,
2495,吴新雄,男,汉族,10/1/1949,江苏省,无锡市,江阴市,本科,7/1/1979,在职,,,,,,,,,,,,,,,,
2496,余欣荣,男,汉族,6/1/1959,江西省,宜春市,樟树市,博士,12/1/1982,在职,,,,,,,,,,,,,,,,
2497,徐立全,男,汉族,2/1/1956,安徽省,合肥市,,硕士,8/1/1976,在职,,,,,,,,,,,,,,,,
2498,王炯,男,汉族,9/1/1964,河南省,信阳市,淮滨县,硕士,11/1/1984,在职,,,,,,,,,,,,,,,,
2499,王金山,男,汉族,2/1/1945,吉林省,四平市,公主岭市,硕士,1/1/1971,在职,,,,,,,,,,,,,,,,
2500,王三运,男,汉族,12/1/1952,山东省,菏泽市,单县,硕士,7/1/1979,在职,,,,,,,,,,,,,,,,
2501,王昭耀,男,汉族,11/1/1944,山东省,济宁市,梁山县,硕士,,立案查处,是,贪污腐败,,否,4/22/2005,中纪委,是,受贿罪、巨额财产来源不明罪,受贿704万，来源不明650万,1/12/2007,山东省,济南市,死缓,否,,
2502,沈跃跃,女,汉族,1/1/1957,浙江省,宁波市,,硕士,9/1/1981,在职,,,,,,,,,,,,,,,,
2503,郑社奎,男,汉族,5/1/1939,山西省,临汾市,,本科,10/1/1960,退休,,,,,,,,,,,,,,,,
2504,冯芝茂,男,汉族,4/1/1934,天津市,,,本科,8/1/1956,退休,,,,,,,,,,,,,,,,
2505,董云海,男,汉族,2/1/1936,山西省,临汾市,洪洞县,本科,5/1/1956,退休,,,,,,,,,,,,,,,,
2506,武正国,男,汉族,1/1/1940,山西省,吕梁市,交城县,本科,5/1/1959,退休,,,,,,,,,,,,,,,,
2507,张国栋,男,汉族,5/1/1951,河北省,沧州市,任丘市,专科,5/1/1979,在职,,,,,,,,,,,,,,,,
2508,宁金彪,男,汉族,7/1/1957,河北省,邯郸市,魏县,博士,,退休,,,,,,,,,,,,,,,,
2509,王三堂,男,汉族,5/1/1954,河北省,石家庄市,平山县,硕士,12/1/1973,在职,,,,,,,,,,,,,,,,
2510,张秉法,男,汉族,1/1/1940,山西省,朔州市,怀仁县,硕士,6/1/1961,在职,,,,,,,,,,,,,,,,
2511,马兰翠,女,汉族,2/1/1954,河北省,邢台市,清河县,硕士,2/1/1972,在职,,,,,,,,,,,,,,,,
2512,么金铎,男,汉族,6/1/1944,河北省,唐山市,丰南区,专科,6/1/1964,退休,,,,,,,,,,,,,,,,
2513,傅贵武,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,
2514,艾丕善,男,汉族,7/1/1943,陕西省,榆林市,米脂县,硕士,6/1/1964,退休,,,,,,,,,,,,,,,,
2515,范肖梅,女,汉族,10/1/1942,浙江省,衢州市,衢县,本科,12/1/1965,退休,,,,,,,,,,,,,,,,
2516,李焕政,男,汉族,1/1/1936,陕西省,西安市,长安区,专科,8/1/1956,退休,,,,,,,,,,,,,,,,
2517,杜东海,男,汉族,5/1/1939,河北省,衡水市,,专科,,退休,,,,,,,,,,,,,,,,
2518,白云腾,男,汉族,6/1/1943,陕西省,榆林市,米脂县,本科,,退休,,,,,,,,,,,,,,,,
2519,马殿魁,男,汉族,8/1/1942,山西省,长治市,,专科,,退休,,,,,,,,,,,,,,,,
2520,夏龙祥,男,汉族,10/1/1950,江苏省,苏州市,张家港市,本科,3/1/1970,退休,,,,,,,,,,,,,,,,
2521,程兵,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,
2522,郭景洲,男,汉族,7/1/1953,陕西省,渭南市,华县,,4/1/1973,退休,,,,,,,,,,,,,,,,
2523,谈俊琪,男,汉族,6/1/1941,陕西省,咸阳市,淳化县,本科,10/1/1966,退休,,,,,,,,,,,,,,,,
2524,李春亭,男,汉族,10/1/1936,山东省,烟台市,栖霞县,专科,10/1/1958,退休,,,,,,,,,,,,,,,,
2525,薄绍铨,男,汉族,5/1/1944,河北省,唐山市,,本科,,立案查处,是,贪污腐败,远华案牵出,否,6/27/2000,中纪委,是,受贿罪,人民币168万,8/30/2002,河北省,张家口市,无期徒刑,否,,
2526,李荣怀,男,汉族,3/1/1946,山西省,忻州市,五台县,本科,6/1/1973,退休,,,,,,,,,,,,,,,,
2527,靳善忠,男,汉族,5/1/1949,山西省,忻州市,原平市,本科,1/1/1975,退休,,,,,,,,,,,,,,,,
2528,郭有勤,男,汉族,6/1/1947,山西省,晋城市,沁水县,本科,,退休,,,,,,,,,,,,,,,,
2529,董洪运,男,汉族,11/1/1956,山西省,临汾市,洪洞县,硕士,6/1/1976,立案查处,,贪污腐败,,,12/29/2014,山西省纪委,,,,,,,,,,
2530,聂玉春,男,汉族,11/1/1954,山东省,潍坊市,高密县,本科,,退休,,,,,,,,,,,,,,,,
2531,张九萍,女,汉族,4/1/1963,山西省,晋中市,祁县,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
2532,莫振奎,男,汉族,5/1/1943,山东省,德州市,夏津县,本科,8/1/1972,退休,,,,,,,,,,,,,,,,
2533,申长友,男,汉族,1/1/1969,山东省,聊城市,,博士,1/1/1992,在职,,,,,,,,,,,,,,,,
2534,任海深,男,汉族,10/1/1948,山东省,烟台市,莱州市,硕士,6/1/1971,退休,,,,,,,,,,,,,,,,
2535,时立军,女,汉族,1/1/1948,山西省,晋城市,,硕士,7/1/1968,退休,,,,,,,,,,,,,,,,
2536,赵克志,男,汉族,12/1/1953,山东省,青岛市,莱西市,硕士,1/1/1975,在职,,,,,,,,,,,,,,,,
2537,张敬涛,男,汉族,7/1/1950,山东省,临沂市,沂水县,硕士,10/1/1971,退休,,,,,,,,,,,,,,,,
2538,张执政,男,汉族,9/1/1944,山东省,威海市,荣成市,专科,3/1/1966,退休,,,,,,,,,,,,,,,,
2539,刘也强,男,汉族,4/1/1945,吉林省,四平市,伊通满族自治县,本科,10/1/1972,退休,,,,,,,,,,,,,,,,
2540,张健(江苏省),男,汉族,10/1/1952,江苏省,扬州市,邗江区,本科,,在职,,,,,,,,,,,,,,,,
2541,王正福,男,苗族,9/1/1947,贵州省,黔东南苗族侗族自治州,凯里市,本科,11/1/1984,在职,,,,,,,,,,,,,,,,
2542,姜延虎,男,汉族,5/1/1946,甘肃省,兰州市,,本科,3/1/1979,退休,,,,,,,,,,,,,,,,
2543,崔亚东,男,汉族,12/1/1954,河北省,保定市,蠡县,硕士,8/1/1972,在职,,,,,,,,,,,,,,,,
2544,龙超云,女,侗族,8/1/1952,贵州省,黔东南苗族侗族自治州,锦屏县,硕士,7/1/1985,在职,,,,,,,,,,,,,,,,
2545,王唯众,男,汉族,11/1/1945,山东省,烟台市,黄县,本科,3/1/1970,退休,,,,,,,,,,,,,,,,
2546,岳福洪,男,汉族,12/1/1949,北京市,通州区,,硕士,9/1/1972,在职,,,,,,,,,,,,,,,,
2547,苏树林,男,汉族,3/1/1962,山东省,聊城市,东阿县,硕士,12/1/1985,立案查处,,违纪,,,10/7/2015,中纪委,,,,,,,,,,
2548,焦利,男,汉族,4/1/1955,河北省,石家庄市,正定县,本科,3/1/1978,退休,,,,,,,,,,,,,,,,
2549,张江,男,汉族,8/1/1956,广东省,梅州市,,不详,,在职,,,,,,,,,,,,,,,,
2550,范卫平,男,汉族,6/1/1959,江西省,南昌市,,本科,,在职,,,,,,,,,,,,,,,,
2551,王俊莲,女,汉族,3/1/1951,辽宁省,铁岭市,西丰县,硕士,10/1/1971,退休,,,,,,,,,,,,,,,,
2552,李峰(山东省),男,汉族,12/1/1953,山东省,淄博市,沂源县,硕士,,在职,,,,,,,,,,,,,,,,
2553,苏宏章,男,汉族,5/1/1959,辽宁省,沈阳市,,本科,10/1/1985,在职,,,,,,,,,,,,,,,,
